iter	Passed	Remaining
327	16817	34455
328	16869	34405
329	16924	34362
330	16981	34321
331	17014	34234
332	17061	34173
333	17120	34137
334	17162	34068
335	17208	34007
336	17250	33937
337	17302	33888
338	17347	33825
339	17403	33782
340	17460	33742
341	17519	33706
342	17581	33676
343	17649	33656
344	17714	33631
345	17801	33648
346	17876	33641
347	17938	33609
348	17985	33549
349	18026	33478
350	18070	33413
351	18137	33389
352	18204	33365
353	18269	33339
354	18332	33308
355	18375	33240
356	18432	33199
357	18484	33149
358	18536	33097
359	18586	33041
360	18636	32988
361	18669	32903
362	18710	32834
363	18757	32774
364	18806	32718
365	18852	32656
366	18906	32609
367	18958	32559
368	19011	32510
369	19077	32483
370	19144	32457
371	19228	32461
372	19287	32422
373	19330	32356
374	19403	32339
375	19462	32299
376	19523	32262
377	19590	32235
378	19649	32196
379	19694	32132
380	19734	32061
381	19794	32023
382	19855	31987
383	19905	31931
384	19949	31866
385	20001	31816
386	20057	31770
387	20109	31719
388	20177	31692
389	20248	31670
390	20313	31639
391	20364	31586
392	20424	31546
393	20494	31522
394	20563	31495
395	20632	31469
396	20704	31447
397	20793	31451
398	20884	31458
399	20963	31445
400	21015	31392
401	21064	31334
402	21117	31283
403	21140	31187
404	21200	31145
405	21248	31087
406	21307	31045
407	21373	31012
408	21438	30978
409	21473	30900
410	21531	30856
411	21595	30820
412	21659	30784
413	21716	30738
414	21760	30674
415	21818	30630
416	21864	30567
417	21885	30472
418	21941	30424
419	21999	30379
420	22027	30294
421	22089	30254
422	22147	30210
423	22200	30159
424	22249	30102
425	22288	30032
426	22337	29975
427	22390	29923
428	22447	29878
429	22505	29832
430	22527	29740
431	22585	29696
432	22644	29652
433	22675	29572
434	22744	29541
435	22810	29506
436	22889	29489
437	22937	29431
438	23007	29400
439	23080	29375
440	23151	29346
441	23207	29297
442	23266	29253
443	23336	29222
444	23410	29197
445	23471	29154
446	23481	29050
447	23543	29009
448	23599	28960
449	23656	28913
450	23687	28835
451	23742	28785
452	23770	28703
453	23820	28647
454	23871	28593
455	23926	28543
456	23980	28493
457	24034	28442
458	24083	28385
459	24157	28359
460	24224	28322
461	24289	28285
462	24350	28241
463	24403	28190
464	24420	28096
465	24489	28062
466	24550	28019
467	24618	27984
468	24680	27942
469	24745	27904
470	24804	27859
471	24868	27819
472	24922	27768
473	24977	27717
474	25054	27692
475	25116	27648
476	25163	27590
477	25218	27540
478	25268	27483
479	25334	27445
480	25400	27406
481	25464	27366
482	25533	27331
483	25588	27280
484	25654	27241
485	25718	27199
486	25781	27158
487	25831	27101
488	25896	27061
489	25934	26993
490	25991	26943
491	26032	26879
492	26086	26827
493	26140	26775
494	26201	26730
495	26261	26685
496	26305	26623
497	26347	26559
498	26392	26498
499	26424	26424
500	26478	26373
501	26551	26340
502	26574	26257
503	26595	26173
504	26656	26129
505	26714	26081
506	26774	26035
507	26830	25985
508	26880	25929
509	26943	25887
510	27007	25844
511	27071	25802
512	27130	25755
513	27174	25694
514	27241	25655
515	27291	25599
516	27348	25550
517	27380	25477
518	27428	25419
519	27490	25376
520	27550	25329
521	27620	25292
522	27670	25237
523	27726	25186
524	27788	25141
525	27846	25093
526	27878	25021
527	27939	24975
528	27972	24905
529	28039	24865
530	28107	24825
531	28170	24781
532	28217	24722
533	28269	24669
534	28319	24613
535	28369	24558
536	28412	24497
537	28477	24454
538	28527	24399
539	28574	24341
540	28604	24269
541	28671	24227
542	28703	24157
543	28760	24108
544	28835	24073
545	28897	24028
546	28951	23976
547	28995	23915
548	29052	23866
549	29105	23813
550	29163	23764
551	29211	23707
552	29266	23656
553	29297	23585
554	29321	23509
555	29378	23460
556	29438	23413
557	29486	23356
558	29554	23315
559	29631	23281
560	29703	23243
561	29765	23197
562	29828	23153
563	29885	23102
564	29915	23032
565	29988	22994
566	30048	22946
567	30123	22911
568	30191	22868
569	30229	22804
570	30295	22761
571	30350	22709
572	30387	22644
573	30454	22601
574	30503	22546
575	30598	22523
576	30664	22480
577	30722	22430
578	30770	22373
579	30829	22324
580	30919	22298
581	30984	22253
582	31053	22211
583	31124	22170
584	31190	22126
585	31259	22084
586	31318	22034
587	31372	21982
588	31417	21923
589	31464	21864
590	31511	21807
591	31558	21749
592	31591	21682
593	31634	21622
594	31676	21561
595	31722	21503
596	31742	21427
597	31796	21374
598	31840	21315
599	31887	21258
600	31940	21205
601	31982	21144
602	32039	21093
603	32099	21045
604	32161	20997
605	32206	20939
606	32275	20896
607	32320	20838
608	32376	20787
609	32423	20730
610	32474	20675
611	32544	20632
612	32619	20593
613	32680	20544
614	32734	20492
615	32793	20442
616	32854	20394
617	32918	20347
618	32989	20305
619	33046	20254
620	33070	20183
621	33094	20112
622	33134	20050
623	33203	20007
624	33274	19964
625	33346	19922
626	33419	19880
627	33473	19828
628	33556	19792
629	33631	19751
630	33693	19703
631	33764	19660
632	33841	19620
633	33883	19560
634	33955	19517
635	34029	19475
636	34105	19435
637	34163	19384
638	34182	19311
639	34235	19257
640	34280	19199
641	34332	19144
642	34380	19088
643	34427	19031
644	34494	18985
645	34573	18945
646	34653	18906
647	34734	18868
648	34796	18819
649	34867	18774
650	34935	18728
651	34999	18680
652	35069	18635
653	35126	18583
654	35183	18531
655	35244	18482
656	35309	18433
657	35365	18381
658	35425	18330
659	35457	18266
660	35509	18211
661	35575	18164
662	35638	18115
663	35710	18070
664	35733	18000
665	35778	17943
666	35803	17874
667	35821	17803
668	35869	17746
669	35929	17696
670	35999	17651
671	36062	17602
672	36088	17534
673	36148	17484
674	36171	17416
675	36195	17347
676	36259	17299
677	36319	17248
678	36372	17195
679	36433	17145
680	36486	17091
681	36551	17042
682	36601	16987
683	36656	16935
684	36700	16876
685	36715	16805
686	36756	16746
687	36780	16679
688	36832	16625
689	36875	16567
690	36906	16503
691	36936	16440
692	36958	16372
693	37010	16318
694	37032	16251
695	37048	16182
696	37093	16125
697	37153	16075
698	37199	16018
699	37256	15967
700	37306	15912
701	37351	15855
702	37396	15798
703	37441	15742
704	37479	15683
705	37526	15627
706	37599	15582
707	37639	15523
708	37695	15471
709	37759	15422
710	37843	15382
711	37938	15345
712	37992	15292
713	38054	15243
714	38116	15193
715	38165	15138
716	38178	15069
717	38240	15019
718	38308	14971
719	38369	14921
720	38411	14863
721	38427	14796
722	38479	14742
723	38530	14688
724	38583	14635
725	38648	14586
726	38670	14521
727	38737	14473
728	38795	14422
729	38849	14369
730	38913	14319
731	38937	14255
732	39002	14206
733	39068	14158
734	39097	14096
735	39149	14042
736	39209	13991
737	39271	13941
738	39339	13893
739	39363	13830
740	39427	13780
741	39491	13731
742	39552	13681
743	39585	13620
744	39646	13570
745	39709	13520
746	39767	13468
747	39789	13404
748	39849	13354
749	39874	13291
750	39921	13236
751	39969	13181
752	40032	13131
753	40092	13080
754	40167	13034
755	40220	12981
756	40281	12930
757	40343	12880
758	40405	12829
759	40466	12778
760	40523	12726
761	40583	12675
762	40646	12625
763	40699	12572
764	40753	12518
765	40821	12470
766	40846	12408
767	40914	12359
768	40981	12310
769	41044	12260
770	41095	12206
771	41135	12148
772	41178	12092
773	41222	12036
774	41306	11992
775	41365	11940
776	41428	11890
777	41476	11835
778	41539	11784
779	41602	11733
780	41662	11682
781	41708	11627
782	41780	11578
783	41801	11516
784	41860	11464
785	41920	11413
786	41983	11362
787	42041	11310
788	42105	11260
789	42120	11196
790	42194	11148
791	42259	11098
792	42339	11051
793	42354	10988
794	42402	10933
795	42454	10880
796	42508	10827
797	42575	10777
798	42634	10725
799	42666	10666
800	42720	10613
801	42773	10560
802	42832	10508
803	42898	10457
804	42964	10407
805	43027	10356
806	43095	10306
807	43165	10257
808	43232	10206
809	43272	10150
810	43311	10093
811	43375	10042
812	43440	9991
813	43506	9941
814	43560	9888
815	43616	9835
816	43669	9781
817	43723	9728
818	43785	9676
819	43839	9623
820	43895	9570
821	43954	9518
822	44014	9466
823	44073	9413
824	44140	9363
825	44170	9304
826	44211	9248
827	44268	9195
828	44319	9141
829	44362	9086
830	44402	9030
831	44447	8975
832	44489	8919
833	44538	8865
834	44596	8812
835	44624	8754
836	44675	8700
837	44713	8643
838	44759	8589
839	44798	8533
840	44841	8477
841	44865	8418
842	44903	8362
843	44954	8309
844	44997	8253
845	45044	8199
846	45089	8144
847	45134	8090
848	45179	8035
849	45216	7979
850	45256	7923
851	45297	7868
852	45362	7817
853	45417	7764
854	45483	7713
855	45542	7661
856	45607	7610
857	45626	7551
858	45677	7497
859	45726	7443
860	45781	7390
861	45798	7332
862	45851	7278
863	45917	7227
864	45990	7177
865	46044	7124
866	46097	7071
867	46154	7018
868	46213	6966
869	46284	6916
870	46343	6863
871	46401	6811
872	46463	6759
873	46520	6706
874	46581	6654
875	46632	6600
876	46672	6545
877	46748	6495
878	46810	6443
879	46872	6391
880	46919	6337
881	46985	6286
882	47034	6232
883	47091	6179
884	47154	6127
885	47216	6075
886	47273	6022
887	47321	5968
888	47377	5915
889	47434	5862
890	47497	5810
891	47550	5757
892	47607	5704
893	47665	5651
894	47726	5599
895	47785	5546
896	47854	5494
897	47907	5441
898	47959	5388
899	48016	5335
900	48087	5283
901	48158	5232
902	48227	5180
903	48296	5128
904	48367	5077
905	48427	5024
906	48488	4971
907	48529	4917
908	48580	4863
909	48626	4809
910	48681	4755
911	48732	4702
912	48751	4645
913	48797	4591
914	48845	4537
915	48882	4482
916	48969	4432
917	49014	4378
918	49066	4324
919	49133	4272
920	49208	4220
921	49271	4168
922	49334	4115
923	49392	4062
924	49458	4010
925	49512	3956
926	49557	3902
927	49607	3848
928	49657	3795
929	49699	3740
930	49741	3686
931	49817	3634
932	49869	3581
933	49931	3528
934	49985	3474
935	50007	3419
936	50060	3365
937	50130	3313
938	50202	3261
939	50270	3208
940	50346	3156
941	50421	3104
942	50473	3050
943	50538	2998
944	50598	2944
945	50666	2892
946	50737	2839
947	50801	2786
948	50869	2733
949	50936	2680
950	50993	2627
951	51074	2575
952	51144	2522
953	51209	2469
954	51267	2415
955	51329	2362
956	51391	2309
957	51458	2255
958	51520	2202
959	51585	2149
960	51644	2095
961	51688	2041
962	51733	1987
963	51807	1934
964	51860	1880
965	51927	1827
966	51990	1774
967	52021	1719
968	52077	1666
969	52131	1612
970	52172	1558
971	52237	1504
972	52308	1451
973	52373	1398
974	52440	1344
975	52475	1290
976	52548	1237
977	52614	1183
978	52676	1129
979	52723	1075
980	52787	1022
981	52843	968
982	52906	914
983	52962	861
984	53028	807
985	53096	753
986	53167	700
987	53225	646
988	53286	592
989	53337	538
990	53390	484
991	53438	430
992	53497	377
993	53539	323
994	53633	269
995	53701	215
996	53771	161
997	53839	107
998	53900	53
999	53954	0
