iter	Logloss
271	0.3868472635
272	0.3867863809
273	0.3864821034
274	0.3862476407
275	0.3860067954
276	0.3854652211
277	0.3853180669
278	0.3849920814
279	0.3847517078
280	0.3843629882
281	0.3842664575
282	0.3840548847
283	0.3837150145
284	0.3836192404
285	0.3833920988
286	0.3832691725
287	0.3831798997
288	0.3831289818
289	0.3831158007
290	0.3828300446
291	0.3825392899
292	0.3824138249
293	0.3820483422
294	0.3818805021
295	0.3816378019
296	0.381456934
297	0.3813256023
298	0.3812728303
299	0.381031647
300	0.3808386227
301	0.3806761589
302	0.3805051542
303	0.3804122257
304	0.3800677663
305	0.3797789739
306	0.379724047
307	0.3797222303
308	0.3795856792
309	0.3794054134
310	0.3792540776
311	0.3790365997
312	0.3788275195
313	0.3784198985
314	0.3782328232
315	0.3780675765
316	0.3777551639
317	0.3773891014
318	0.3773220823
319	0.3768619584
320	0.3765998767
321	0.3763353306
322	0.3761435542
323	0.3759729928
324	0.3757167612
325	0.3756806381
326	0.375529907
327	0.3752771411
328	0.3750754856
329	0.3747870681
330	0.3746148168
331	0.3745704971
332	0.3744266538
333	0.3742293242
334	0.3741113439
335	0.3740572981
336	0.3738460224
337	0.3736988208
338	0.3735530469
339	0.3733655369
340	0.373197528
341	0.3729985643
342	0.3727660035
343	0.3725915264
344	0.3722210677
345	0.3720353558
346	0.3718704131
347	0.3716825769
348	0.3715838863
349	0.3715272196
350	0.3711940786
351	0.3709798082
352	0.3706816113
353	0.3704687743
354	0.370247871
355	0.3701447726
356	0.3700181305
357	0.3699117793
358	0.3696761712
359	0.3694799519
360	0.3693803764
361	0.3692843385
362	0.3689625842
363	0.3688702213
364	0.3686554928
365	0.3684150205
366	0.3683126335
367	0.3681082823
368	0.367967593
369	0.3677698737
370	0.3676397572
371	0.3675052884
372	0.3672950141
373	0.367206266
374	0.3670225838
375	0.3668851659
376	0.366710978
377	0.3666125074
378	0.3663741607
379	0.3662907423
380	0.3661989818
381	0.3660823014
382	0.365861072
383	0.3658343877
384	0.3654939089
385	0.3652380939
386	0.3650489479
387	0.3648304523
388	0.3647183139
389	0.3645184272
390	0.3644698304
391	0.3643971539
392	0.364215857
393	0.3639141939
394	0.3637706099
395	0.3634865163
396	0.363296285
397	0.3630709331
398	0.3629736235
399	0.3628711534
400	0.3628118395
401	0.3627729543
402	0.362667771
403	0.3626607986
404	0.3624422498
405	0.3623283207
406	0.3620714299
407	0.3618597658
408	0.3618450427
409	0.361796376
410	0.3616811511
411	0.3613797548
412	0.3611797532
413	0.3609775717
414	0.3608980099
415	0.360823832
416	0.3607973037
417	0.3607706846
418	0.3607065861
419	0.360455626
420	0.3603917135
421	0.3602643861
422	0.3601145539
423	0.3598942247
424	0.3597218339
425	0.3595257177
426	0.3593935843
427	0.3592258945
428	0.3590989964
429	0.3588725002
430	0.3588723987
431	0.3587966697
432	0.3586054369
433	0.3585080172
434	0.3584638082
435	0.3583792691
436	0.3583328088
437	0.3582305669
438	0.3580712336
439	0.3579814249
440	0.3579043419
441	0.357595406
442	0.3574398918
443	0.3573994368
444	0.3570814693
445	0.3569524398
446	0.3569524064
447	0.356816354
448	0.3566150018
449	0.3564847267
450	0.3564773062
451	0.3563518146
452	0.3562490568
453	0.3559341222
454	0.3558705065
455	0.3558288919
456	0.3557157829
457	0.3555746106
458	0.355347561
459	0.3551492189
460	0.354990557
461	0.3549397104
462	0.3548454493
463	0.3547339035
464	0.3547339024
465	0.3544961517
466	0.3542969211
467	0.3542283362
468	0.354036659
469	0.353923898
470	0.3537945384
471	0.3535035982
472	0.3534465031
473	0.3532671343
474	0.3530569434
475	0.352970697
476	0.3529426778
477	0.3528290546
478	0.3526436457
479	0.3523237533
480	0.3522627761
481	0.3521521075
482	0.3520470596
483	0.3520179835
484	0.3518972535
485	0.3517516222
486	0.3516971314
487	0.3515991997
488	0.3514618455
489	0.3514375529
490	0.3513591973
491	0.3512720688
492	0.3511664819
493	0.3509916118
494	0.3508866775
495	0.3508380941
496	0.3507398509
497	0.3506239205
498	0.3505585801
499	0.3505585758
500	0.350396575
501	0.3502649309
502	0.3502633309
503	0.3502518298
504	0.3500121039
505	0.3499897341
506	0.3498783508
507	0.3497540706
508	0.3493173455
509	0.349133591
510	0.3490154033
511	0.3489051126
512	0.3487724394
513	0.3487478072
514	0.3486402917
515	0.3484529065
516	0.3483754612
517	0.3483240502
518	0.3482662466
519	0.3480707588
520	0.347885343
521	0.3477453808
522	0.3476619202
523	0.3475998974
524	0.3475578436
525	0.3471983992
526	0.34719174
527	0.3470862362
528	0.3470231539
529	0.3467878287
530	0.3465855517
531	0.3465356773
532	0.3463640014
533	0.3462894501
534	0.346253085
535	0.346098786
536	0.3460465226
537	0.3459033255
538	0.3457286015
539	0.3455142823
540	0.345511582
541	0.3453589073
542	0.3453409957
543	0.3453242325
544	0.3452574788
545	0.3452386458
546	0.3451537452
547	0.3450607765
548	0.344912763
549	0.3448047604
550	0.3445408492
551	0.3443432064
552	0.3442627715
553	0.3442617018
554	0.3442617018
555	0.3442528679
556	0.3441531847
557	0.3440336967
558	0.3439174911
559	0.3438350921
560	0.3437194897
561	0.3435346391
562	0.3433268871
563	0.3432424989
564	0.3431864193
565	0.3430890345
566	0.3430479583
567	0.3429889205
568	0.3428752915
569	0.3428651213
570	0.3426649924
571	0.3424551061
572	0.3424464133
573	0.342253664
574	0.3421738396
575	0.3418613144
576	0.341646425
577	0.3415620825
578	0.3414542249
579	0.3412219265
580	0.3411551229
581	0.3410592208
582	0.3410254172
583	0.34079982
584	0.3407675027
585	0.3406743042
586	0.3404688925
587	0.3403626247
588	0.340249472
589	0.3402285663
590	0.3401968038
591	0.3401211759
592	0.3400929875
593	0.3400497562
594	0.3400366606
595	0.339946035
596	0.3398984572
597	0.3398443954
598	0.3396534968
599	0.3395375262
600	0.3394187676
601	0.3394098986
602	0.339276225
603	0.3391750581
604	0.3390530205
605	0.3389835092
606	0.3388209082
607	0.338526463
608	0.338247748
609	0.3380340309
610	0.3378753436
611	0.3377819935
612	0.3376129537
613	0.3374638186
614	0.3373492038
615	0.3372779202
616	0.3372661077
617	0.3371420398
618	0.3369802904
619	0.33674696
620	0.3366915461
621	0.3366915445
622	0.3366713812
623	0.3364368708
624	0.3362117229
625	0.3359241374
626	0.3358285182
627	0.3357245063
628	0.3354785367
629	0.3354511832
630	0.3353048553
631	0.3351817019
632	0.3349845847
633	0.3348916368
634	0.3347978232
635	0.3346306765
636	0.3345192107
637	0.3343950156
638	0.3343950136
639	0.3342091123
640	0.334064078
641	0.3339011095
642	0.3338860198
643	0.3338239892
644	0.3337263457
645	0.3336867046
646	0.333616601
647	0.3335928528
648	0.3332799936
649	0.3331188976
650	0.3330959046
651	0.3329940262
652	0.3328510609
653	0.3327513821
654	0.3326596454
655	0.3324927458
656	0.3324066683
657	0.3322855202
658	0.3321447796
659	0.3321063349
660	0.332056511
661	0.332018147
662	0.3318210831
663	0.3317344573
664	0.3316490402
665	0.3316269113
666	0.3316262124
667	0.3316183037
668	0.3313597208
669	0.3312364048
670	0.3311450113
671	0.3311033601
672	0.3311033557
673	0.3310683955
674	0.3310679819
675	0.3310025938
676	0.3308611706
677	0.3307677992
678	0.3307304994
679	0.3306740008
680	0.3306384105
681	0.3304756558
682	0.3304290267
683	0.3304077426
684	0.3303221463
685	0.3303137684
686	0.3302798575
687	0.3302790429
688	0.3302325411
689	0.3299857912
690	0.3299515208
691	0.3299400277
692	0.3299390123
693	0.3298697414
694	0.3298550986
695	0.3298550773
696	0.3296891438
697	0.329611698
698	0.3295819449
699	0.3294976736
700	0.3292644728
701	0.3290757249
702	0.3289291962
703	0.3288400015
704	0.3288137855
705	0.3286951708
706	0.3285526462
707	0.3285489065
708	0.3284255592
709	0.3283152718
710	0.3281728105
711	0.3279360882
712	0.3278486298
713	0.3277592756
714	0.327607909
715	0.3275419913
716	0.3275419778
717	0.3274165212
718	0.3272842016
719	0.3270948362
720	0.3270822444
721	0.3270822374
722	0.3268816711
723	0.3267790946
724	0.3267614762
725	0.3266101825
726	0.3266027246
727	0.3265252427
728	0.3262918867
729	0.3262890017
730	0.3262233285
731	0.3262233193
732	0.3261000772
733	0.3260117684
734	0.3260098093
735	0.3258445299
736	0.3257860811
737	0.3257046695
738	0.3255337881
739	0.3255313299
740	0.3253844843
741	0.3253183122
742	0.3251274691
743	0.3250055726
744	0.3248436848
745	0.3247713466
746	0.3246351861
747	0.3245781509
748	0.3243735361
749	0.3243728577
750	0.324316878
751	0.3241522662
752	0.3241311127
753	0.3240869612
754	0.3239900797
755	0.3238825402
756	0.3238665189
757	0.3237047956
758	0.3235111757
759	0.3234015088
760	0.3232513566
761	0.3230337018
762	0.3229106702
763	0.3226953627
764	0.3226930973
765	0.3226655692
766	0.3226583103
767	0.3225493329
768	0.3224675402
769	0.3223750127
770	0.322243666
771	0.3222270558
772	0.3221145926
773	0.321832993
774	0.3216515133
775	0.3216111386
776	0.3214521611
777	0.3213131425
778	0.3212284119
779	0.3210247238
780	0.3209488335
781	0.3208819386
782	0.3208542346
783	0.320845451
784	0.3207227298
785	0.3206161514
786	0.3204798798
787	0.3203499577
788	0.3203262157
789	0.3203261927
790	0.3202574089
791	0.3201590596
792	0.3199096352
793	0.3199094743
794	0.3198510985
795	0.3197900853
796	0.3197247222
797	0.3196840512
798	0.3195620214
799	0.3195551101
800	0.319515607
801	0.3194190478
802	0.3193299281
803	0.3191653038
804	0.3191253805
805	0.3190687939
806	0.3189393952
807	0.3187951976
808	0.3186873368
809	0.3185753248
810	0.3183689787
811	0.3183427084
812	0.318244707
813	0.318065246
814	0.317912991
815	0.3177025255
816	0.3174638037
817	0.3174528989
818	0.3172540822
819	0.3171206732
820	0.3169430577
821	0.3168258959
822	0.3167026872
823	0.316478733
824	0.3163524379
825	0.316264637
826	0.3162569252
827	0.3159716372
828	0.3156972248
829	0.3155841512
830	0.3154812515
831	0.31536407
832	0.3151499874
833	0.3150000048
834	0.3147181774
835	0.314711666
836	0.3145911041
837	0.3144239225
838	0.3143304657
839	0.314237333
840	0.3141274784
841	0.3141199833
842	0.3140601744
843	0.3139130194
844	0.3138455596
845	0.3137003067
846	0.313469602
847	0.3134095564
848	0.3131678144
849	0.3129906001
850	0.3128571314
851	0.3127903789
852	0.3127035153
853	0.31261258
854	0.3123986392
855	0.312332494
856	0.3122587845
857	0.3122587604
858	0.3121593002
859	0.3120555341
860	0.3119208799
861	0.3119140635
862	0.3118456223
863	0.3117704903
864	0.3116456373
865	0.3114542456
866	0.3112193727
867	0.3110213907
868	0.3109659764
869	0.3108125551
870	0.3107956827
871	0.3105293624
872	0.3102596802
873	0.3100545965
874	0.3099679899
875	0.3097828718
876	0.3097687977
877	0.3097490772
878	0.3096266769
879	0.3095083108
880	0.3094160321
881	0.3093442758
882	0.3093115178
883	0.3090327033
884	0.3088370009
885	0.3086053133
886	0.3085730989
887	0.3085576934
888	0.3085242814
889	0.3085019857
890	0.3084834028
891	0.3083581627
892	0.3083315108
893	0.3082528133
894	0.3082165149
895	0.3082011716
896	0.3081504448
897	0.3079968314
898	0.3079928939
899	0.3078852147
900	0.3077713961
901	0.3076676162
902	0.3075834769
903	0.3072720206
904	0.3072024491
905	0.3070531064
906	0.3070260889
907	0.3069815754
908	0.3068244402
909	0.3067556945
910	0.3065965797
911	0.306491614
912	0.3064844639
913	0.306341272
914	0.3063320674
915	0.3063279499
916	0.3062299181
917	0.3060311767
918	0.3059508922
919	0.3057159838
920	0.3056556824
921	0.3055654439
922	0.3054416156
923	0.3053671858
924	0.3051770146
925	0.3051666424
926	0.3051573512
927	0.3051460359
928	0.3049555709
929	0.3048430341
930	0.3048307153
931	0.3047195685
932	0.3043916397
933	0.3043725594
934	0.3043015575
935	0.3042948775
936	0.304284516
937	0.3039093682
938	0.3038373218
939	0.3036896183
940	0.3036026913
941	0.3034576143
942	0.3034550498
943	0.3033140683
944	0.3031320543
945	0.3030402863
946	0.3029162673
947	0.3028851519
948	0.3028702562
949	0.3028495743
950	0.3027384765
951	0.3026893292
952	0.3025038981
953	0.302435942
954	0.302384222
955	0.3023646399
956	0.3022659996
957	0.3022270219
958	0.3020124228
959	0.3019962875
960	0.3019829891
961	0.3018484122
962	0.3018165572
963	0.3015674621
964	0.3013428427
965	0.3011733528
966	0.3009859716
967	0.300981765
968	0.3009685558
969	0.3007684596
970	0.3007616119
971	0.3006328203
972	0.3005535353
973	0.3004339399
974	0.3002584171
975	0.3002568429
976	0.3001864133
977	0.3001657696
978	0.2999818292
979	0.2999142468
980	0.2997740548
981	0.2997644822
982	0.2995927809
983	0.2995676582
984	0.2995274413
985	0.2994176501
986	0.2992167554
987	0.2991921379
988	0.2990970907
989	0.2988447675
990	0.2986828149
991	0.2985591028
992	0.2984392406
993	0.2984239134
994	0.2982642751
995	0.2980776488
996	0.2980597481
997	0.2979993824
998	0.2979812702
999	0.2978382488
