iter	Logloss
854	0.2484062629
855	0.2483271627
856	0.2482460813
857	0.248214062
858	0.2481772221
859	0.248030031
860	0.2480243394
861	0.2480187004
862	0.2478743129
863	0.2478282938
864	0.2478164554
865	0.2478003076
866	0.2477924534
867	0.2477553
868	0.2477400231
869	0.2476070684
870	0.2475967238
871	0.2475662076
872	0.2475595304
873	0.2475229337
874	0.2475113632
875	0.2474811411
876	0.2474661424
877	0.2472454973
878	0.2471405242
879	0.2470353987
880	0.2469081624
881	0.2468789357
882	0.2468572922
883	0.2468368101
884	0.2467985068
885	0.2467679305
886	0.2466050774
887	0.2465855918
888	0.2463396982
889	0.2461247039
890	0.2459679403
891	0.2458604531
892	0.2457063454
893	0.2456086728
894	0.2455891645
895	0.2454431582
896	0.2453790823
897	0.2451920094
898	0.2451603991
899	0.2450664524
900	0.2449552625
901	0.2449440043
902	0.2448094474
903	0.2446088702
904	0.2445194885
905	0.2444760776
906	0.2443876305
907	0.2443784284
908	0.2443725045
909	0.2442383465
910	0.2441845101
911	0.244167378
912	0.2440449741
913	0.2440360989
914	0.2439862522
915	0.2439521944
916	0.2439308567
917	0.243925993
918	0.2439114727
919	0.2438330066
920	0.2437837815
921	0.2437545775
922	0.2436285426
923	0.2436244026
924	0.2436041027
925	0.2435806262
926	0.2435580277
927	0.2434691727
928	0.2433947193
929	0.2433864757
930	0.2433356058
931	0.2432134963
932	0.2431291728
933	0.2430946607
934	0.2430853048
935	0.2430633836
936	0.2429140149
937	0.2429100334
938	0.2427599709
939	0.2427329141
940	0.2426392258
941	0.2425505334
942	0.2423669927
943	0.242196961
944	0.242158566
945	0.2421508224
946	0.2419548458
947	0.2418716883
948	0.2418564568
949	0.2417552629
950	0.2417307486
951	0.2417231118
952	0.2417155418
953	0.2416872159
954	0.2415243697
955	0.2413897268
956	0.2412681493
957	0.2411202441
958	0.2410220357
959	0.2409441836
960	0.2409171245
961	0.2408594967
962	0.2407630121
963	0.2407430877
964	0.2405872564
965	0.240572428
966	0.24042975
967	0.2403665566
968	0.24034622
969	0.2402328996
970	0.2401228543
971	0.2401157167
972	0.2401042932
973	0.2400906984
974	0.2400553021
975	0.2399425518
976	0.2398155176
977	0.239783053
978	0.2397779512
979	0.2397491771
980	0.2396728738
981	0.2396589601
982	0.23957209
983	0.2394094107
984	0.2393884188
985	0.2392641669
986	0.2391866226
987	0.2391054708
988	0.2389531961
989	0.2389088276
990	0.2388900466
991	0.2388130579
992	0.2386510536
993	0.2385658555
994	0.2384577487
995	0.238299752
996	0.2382913591
997	0.238143974
998	0.2381375156
999	0.2381156771
